146,much,d,244507,0.97,0.011094481
147,family,n,243267,0.97,0.011038216
149,out,i,242443,0.96,0.011000827
154,mean,v,242198,0.93,0.010989711
145,another,d,240646,0.98,0.010919289
150,leave,v,240482,0.96,0.010911847
148,own,d,240452,0.98,0.010910486
159,let,v,240300,0.93,0.010903589
151,put,v,237480,0.96,0.010775632
155,on,r,236980,0.95,0.010752944
152,old,j,236577,0.96,0.010734658
158,why,r,235442,0.95,0.010683158
153,while,c,234555,0.97,0.01064291
156,keep,v,231760,0.96,0.010516087
163,group,n,229435,0.93,0.010410591
168,talk,v,229429,0.92,0.010410318
162,big,j,227169,0.96,0.010307771
174,hand,n,225247,0.91,0.010220561
160,great,j,225005,0.97,0.01020958
166,country,n,223138,0.95,0.010124865
161,same,d,222836,0.98,0.010111162
170,turn,v,221392,0.94,0.01004564
165,seem,v,219627,0.97,0.009965554
164,begin,v,218617,0.98,0.009919725
171,problem,n,217728,0.96,0.009879387
167,help,v,216082,0.98,0.0098047
176,American,j,214968,0.95,0.009754152
173,start,v,213952,0.96,0.009708051
169,where,c,213744,0.98,0.009698613
172,every,a,212739,0.97,0.009653011
175,might,v,209059,0.98,0.009486032
179,about,r,208550,0.97,0.009462936
182,over,r,208260,0.95,0.009449777
177,show,v,208037,0.98,0.009439659
178,part,n,207861,0.98,0.009431673
183,such,d,207065,0.95,0.009395554
184,again,r,206895,0.94,0.00938784
193,right,r,205250,0.9,0.009313199
180,against,i,204379,0.98,0.009273677
189,company,n,203345,0.93,0.009226759
181,place,n,202427,0.98,0.009185105
186,case,n,200773,0.95,0.009110055
191,system,n,200175,0.94,0.009082921
188,week,n,199268,0.95,0.009041766
185,few,d,197266,0.97,0.008950925
187,most,d,197086,0.96,0.008942758
192,each,d,196522,0.95,0.008917167
195,hear,v,196070,0.93,0.008896657
194,program,n,195985,0.93,0.0088928
190,where,r,194427,0.96,0.008822106
197,question,n,192070,0.95,0.008715157
196,so,c,191893,0.95,0.008707126
201,government,n,191314,0.94,0.008680854
198,during,i,190729,0.95,0.00865431
211,Mr,n,188555,0.91,0.008555665
200,play,v,188328,0.96,0.008545365
199,work,n,187533,0.97,0.008509292
202,run,v,187325,0.96,0.008499854
204,number,n,186005,0.96,0.008439959
203,small,j,185463,0.97,0.008415365
209,night,n,184511,0.93,0.008372169
205,off,r,183854,0.95,0.008342357
215,today,r,183724,0.93,0.008336459
217,happen,v,182714,0.93,0.00829063
208,like,v,182341,0.95,0.008273705
206,always,r,179474,0.97,0.008143615
207,move,v,179388,0.97,0.008139713
213,believe,v,178397,0.96,0.008094746
212,point,n,177481,0.97,0.008053183
214,hold,v,177368,0.97,0.008048056
222,all,r,177317,0.93,0.008045742
223,million,m,176895,0.93,0.008026593
218,next,m,176306,0.96,0.007999868
210,live,v,176144,0.98,0.007992517
221,large,j,175611,0.96,0.007968332
216,bring,v,174366,0.98,0.00791184
241,study,n,174069,0.88,0.007898364
220,before,i,172769,0.98,0.007839376
228,room,n,172472,0.92,0.0078259
219,without,i,172448,0.98,0.007824811
224,must,v,171043,0.96,0.007761059
225,home,n,170527,0.96,0.007737646
239,lot,n,169570,0.92,0.007694222
230,mother,n,169407,0.93,0.007686826
243,eye,n,169150,0.89,0.007675165
227,water,n,167666,0.96,0.007607828
232,national,j,166359,0.95,0.007548523
231,area,n,165812,0.95,0.007523703
233,money,n,164794,0.95,0.007477512
226,under,i,164766,0.98,0.007476241
236,fact,n,164401,0.95,0.007459679
234,story,n,163582,0.96,0.007422517
240,right,n,163259,0.95,0.007407861
237,month,n,162685,0.96,0.007381816
238,different,j,162411,0.96,0.007369383
229,write,v,161824,0.98,0.007342748
252,head,n,160131,0.91,0.007265928
235,young,j,160011,0.98,0.007260483
259,yes,u,157364,0.89,0.007140376
248,issue,n,156417,0.94,0.007097406
250,kind,n,155032,0.95,0.007034562
244,job,n,154743,0.96,0.007021448
247,business,n,154468,0.95,0.00700897
242,book,n,154013,0.98,0.006988325
245,word,n,152891,0.97,0.006937414
249,side,n,152559,0.96,0.00692235
246,though,c,152182,0.97,0.006905243
263,provide,v,150879,0.91,0.00684612
254,black,j,150718,0.96,0.006838815
251,four,m,150646,0.97,0.006835548
257,little,j,149658,0.94,0.006790717
258,house,n,149251,0.94,0.00677225
255,long,j,149050,0.97,0.006763129
253,far,r,148621,0.98,0.006743663
269,sit,v,147185,0.92,0.006678505
256,both,d,146338,0.97,0.006640072
274,game,n,146311,0.92,0.006638847
264,service,n,146122,0.94,0.006630271
268,father,n,145051,0.93,0.006581675
270,away,r,144713,0.93,0.006566338
278,political,j,144437,0.92,0.006553815
267,important,j,144194,0.95,0.006542789
265,around,i,143766,0.96,0.006523368
266,friend,n,142697,0.96,0.006474862
260,after,c,142289,0.98,0.006456349
285,however,r,142282,0.91,0.006456032
262,long,r,142007,0.97,0.006443554
272,power,n,141357,0.95,0.00641406
261,since,c,141264,0.98,0.00640984
282,stand,v,140937,0.92,0.006395003
271,until,c,140819,0.96,0.006389648
275,often,r,140731,0.95,0.006385655
273,hour,n,138955,0.96,0.00630507
280,among,i,138192,0.94,0.006270448
277,line,n,135986,0.98,0.006170351
281,ever,r,135774,0.96,0.006160732
276,yet,r,135484,0.98,0.006147573
283,bad,j,134910,0.96,0.006121528
286,member,n,134731,0.95,0.006113406
304,president,n,134203,0.9,0.006089448
279,end,n,134104,0.98,0.006084956
284,lose,v,134102,0.97,0.006084865
288,law,n,133706,0.95,0.006066897
290,car,n,133571,0.94,0.006060771
293,include,v,133563,0.93,0.006060408
287,pay,v,133133,0.96,0.006040897
297,community,n,133057,0.93,0.006037448
320,social,j,132899,0.89,0.006030279
291,city,n,132684,0.95,0.006020524
308,team,n,131489,0.92,0.005966301
289,meet,v,128737,0.98,0.005841429
292,almost,r,127907,0.98,0.005803768
295,set,v,127369,0.97,0.005779356
315,information,n,127331,0.94,0.005777632
331,face,n,127291,0.89,0.005775817
299,name,n,127139,0.97,0.00576892
302,white,j,126760,0.96,0.005751723
316,nothing,p,126717,0.94,0.005749771
309,minute,n,126660,0.95,0.005747185
296,later,r,126495,0.98,0.005739698
313,kid,n,126428,0.95,0.005736658
318,right,j,126278,0.94,0.005729852
301,once,r,126203,0.97,0.005726449
294,continue,v,126029,0.98,0.005718554
298,much,r,126029,0.98,0.005718554
300,five,m,125571,0.97,0.005697772
317,ago,r,125252,0.95,0.005683297
314,body,n,125165,0.96,0.00567935
323,back,n,125006,0.94,0.005672135
344,door,n,124993,0.88,0.005671545
324,watch,v,124976,0.94,0.005670774
310,best,j,124850,0.96,0.005665057
305,learn,v,124346,0.97,0.005642188
306,real,j,124187,0.97,0.005634973
311,several,d,124039,0.97,0.005628257
303,least,r,123961,0.98,0.005624718
307,change,v,123183,0.98,0.005589417
327,around,r,122789,0.94,0.005571539
319,lead,v,122691,0.97,0.005567092
312,idea,n,122140,0.98,0.005542091
322,whether,c,121921,0.96,0.005532153
339,level,n,121704,0.91,0.005522307
330,stop,v,121481,0.94,0.005512188
321,understand,v,121354,0.97,0.005506426
332,anything,p,120292,0.94,0.005458238
334,public,j,119825,0.95,0.005437048
328,parent,n,119610,0.97,0.005427292
326,follow,v,119425,0.97,0.005418898
333,create,v,119419,0.95,0.005418625
325,together,r,119186,0.98,0.005408053
349,such,i,119125,0.92,0.005405285
347,art,n,117851,0.93,0.005347478
341,add,v,117842,0.94,0.005347069
350,war,n,117804,0.93,0.005345345
345,health,n,117762,0.94,0.005343439
329,only,j,117700,0.98,0.005340626
336,speak,v,117358,0.96,0.005325108
355,result,n,116277,0.92,0.005276058
348,sure,j,116186,0.94,0.005271928
372,teacher,n,116100,0.88,0.005268026
337,others,n,115771,0.97,0.005253098
335,already,r,115220,0.98,0.005228096
351,history,n,114904,0.95,0.005213758
340,allow,v,114892,0.97,0.005213213
363,research,n,114802,0.9,0.00520913
342,office,n,114791,0.97,0.00520863
353,within,i,114599,0.93,0.005199918
343,spend,v,114569,0.97,0.005198557
338,read,v,114094,0.97,0.005177004
358,morning,n,114002,0.92,0.00517283
359,walk,v,113787,0.92,0.005163074
377,education,n,113731,0.89,0.005160533
346,person,n,113650,0.97,0.005156858
352,party,n,112962,0.96,0.00512564
357,change,n,112426,0.94,0.005101319
356,open,v,111857,0.94,0.0050755
362,win,v,111478,0.93,0.005058303
364,girl,n,110409,0.93,0.005009798
365,guy,n,110409,0.93,0.005009798
354,grow,v,110020,0.97,0.004992147
369,moment,n,109720,0.94,0.004978534
370,himself,p,109288,0.94,0.004958932
361,low,j,108990,0.95,0.004945411
384,maybe,r,108421,0.92,0.004919592
366,early,j,108171,0.95,0.004908249
373,force,n,108005,0.95,0.004900716
379,although,c,107925,0.93,0.004897086
367,food,n,107728,0.96,0.004888147
389,policy,n,107601,0.92,0.004882385
368,before,c,107448,0.96,0.004875442
383,boy,n,107447,0.93,0.004875397
392,process,n,107341,0.91,0.004870587
381,foot,n,107285,0.94,0.004868046
380,remember,v,106879,0.94,0.004849624
360,reason,n,106863,0.97,0.004848898
374,offer,v,106473,0.96,0.004831202
376,both,r,106361,0.95,0.00482612
385,toward,i,105984,0.94,0.004809014
371,air,n,105932,0.96,0.004806654
375,enough,r,105880,0.96,0.004804295
378,across,i,105559,0.96,0.004789729
397,actually,r,105155,0.92,0.004771398
388,off,i,104122,0.95,0.004724526
391,love,v,103681,0.95,0.004704515
394,including,i,103650,0.94,0.004703109
382,second,m,103621,0.97,0.004701793
412,oh,u,103613,0.89,0.00470143
390,everything,p,103591,0.95,0.004700431
387,age,n,103402,0.96,0.004691856
430,yeah,u,103389,0.84,0.004691266
386,able,j,103171,0.97,0.004681374
393,music,n,102657,0.95,0.004658051
401,wait,v,102463,0.93,0.004649249
395,consider,v,101987,0.96,0.00462765
400,human,j,101224,0.94,0.004593029
398,buy,v,101105,0.95,0.004587629
396,appear,v,100671,0.97,0.004567937
403,market,n,100435,0.94,0.004557228
399,probably,r,99754,0.96,0.004526328
402,serve,v,99660,0.95,0.004522063
404,die,v,98376,0.96,0.004463801
421,experience,n,98106,0.93,0.00445155
407,home,r,97937,0.95,0.004443882
413,nation,n,97212,0.95,0.004410985
416,college,n,97038,0.94,0.00440309
410,stay,v,96933,0.96,0.004398325
411,fall,v,96908,0.95,0.004397191
409,build,v,96651,0.96,0.00438553
417,interest,n,96620,0.95,0.004384123
405,send,v,96613,0.97,0.004383805
429,use,n,96564,0.9,0.004381582
419,course,r,96224,0.95,0.004366155
415,cut,v,96012,0.95,0.004356535
408,sense,n,95896,0.97,0.004351272
414,plan,n,95824,0.96,0.004348005
420,someone,p,95608,0.95,0.004338204
406,expect,v,95566,0.98,0.004336298
428,effect,n,95216,0.92,0.004320417
422,behind,i,95047,0.93,0.004312748
418,death,n,93222,0.98,0.004229939
424,local,j,92970,0.95,0.004218505
425,kill,v,92660,0.95,0.004204438
431,suggest,v,92643,0.93,0.004203667
423,reach,v,92375,0.96,0.004191507
449,development,n,91995,0.9,0.004174264
432,class,n,91323,0.94,0.004143772
427,remain,v,91319,0.96,0.004143591
426,six,m,90571,0.97,0.00410965
454,economic,j,90392,0.91,0.004101528
433,control,n,90301,0.94,0.004097399
466,voice,n,89379,0.9,0.004055563
447,require,v,89280,0.93,0.004051071
443,former,d,88930,0.94,0.00403519
435,care,n,88862,0.96,0.004032105
437,little,r,88697,0.95,0.004024618
452,role,n,88666,0.92,0.004023211
498,thank,v,88574,0.86,0.004019037
451,report,v,88138,0.93,0.003999253
441,else,r,87876,0.95,0.003987365
444,sell,v,87865,0.95,0.003986866
445,major,j,87487,0.95,0.003969714
465,light,n,87427,0.93,0.003966992
440,field,n,87243,0.96,0.003958643
472,pull,v,87243,0.91,0.003958643
458,rate,n,87224,0.94,0.00395778
436,perhaps,r,87060,0.98,0.003950339
434,raise,v,87036,0.98,0.00394925
463,show,n,86828,0.94,0.003939812
439,hard,j,86817,0.97,0.003939313
455,effort,n,86473,0.95,0.003923704
438,late,j,86421,0.98,0.003921344
462,drug,n,86231,0.94,0.003912723
442,pass,v,86184,0.97,0.003910591
469,police,n,85880,0.93,0.003896797
456,up,i,85759,0.95,0.003891306
464,leader,n,85438,0.95,0.003876741
450,themselves,p,85256,0.97,0.003868483
475,military,j,85152,0.93,0.003863764
460,possible,j,85084,0.96,0.003860678
448,along,i,84926,0.97,0.003853509
492,arm,n,84865,0.91,0.003850741
446,sometimes,r,84845,0.98,0.003849834
485,develop,v,84835,0.92,0.00384938
487,relationship,n,84549,0.92,0.003836403
461,heart,n,84536,0.96,0.003835813
476,price,n,84443,0.94,0.003831593
457,decide,v,84035,0.97,0.00381308
453,better,j,83895,0.98,0.003806727
479,according,i,83773,0.94,0.003801192
468,whole,j,83756,0.96,0.00380042
507,season,n,83743,0.89,0.00379983
459,strong,j,83677,0.98,0.003796836
467,wife,n,83601,0.96,0.003793387
477,report,n,83174,0.95,0.003774012
505,model,n,82973,0.91,0.003764892
500,value,n,82942,0.92,0.003763485
478,less,r,82930,0.95,0.003762941
497,difference,n,82911,0.92,0.003762079
470,mind,n,82808,0.96,0.003757405
480,decision,n,82429,0.95,0.003740208
474,free,j,82090,0.97,0.003724826
471,finally,r,81951,0.97,0.003718519
494,federal,j,81826,0.94,0.003712847
473,return,v,81812,0.97,0.003712211
501,international,j,81610,0.93,0.003703046
483,hope,v,81385,0.96,0.003692836
514,player,n,81358,0.91,0.003691611
486,view,n,81338,0.96,0.003690704
508,society,n,81192,0.92,0.003684079
490,road,n,80987,0.95,0.003674777
482,son,n,80895,0.97,0.003670603
481,explain,v,80797,0.97,0.003666156
510,tax,n,80713,0.92,0.003662344
506,join,v,80609,0.93,0.003657625
491,drive,v,80476,0.96,0.003651591
499,receive,v,80250,0.95,0.003641336
503,action,n,80009,0.95,0.003630401
489,town,n,79821,0.97,0.00362187
511,director,n,79813,0.93,0.003621507
488,carry,v,79513,0.97,0.003607895
495,break,v,79310,0.97,0.003598683
493,true,j,79299,0.97,0.003598184
484,even,c,79087,0.98,0.003588565
527,official,n,79026,0.91,0.003585797
524,form,n,78493,0.92,0.003561612
502,building,n,78487,0.97,0.00356134
496,better,r,78334,0.98,0.003554398
538,activity,n,77980,0.9,0.003538335
519,wear,v,77921,0.94,0.003535658
504,full,j,77547,0.97,0.003518688
517,record,n,77509,0.94,0.003516963
518,pick,v,77197,0.95,0.003502806
513,position,n,77124,0.96,0.003499494
509,because,i,77116,0.97,0.003499131
515,agree,v,76753,0.96,0.00348266
560,data,n,76594,0.88,0.003475445
525,support,v,76544,0.94,0.003473177
516,especially,r,76304,0.96,0.003462287
533,site,n,75932,0.94,0.003445407
537,base,v,75887,0.93,0.003443365
512,early,r,75605,0.98,0.003430569
526,event,n,75559,0.95,0.003428482
535,project,n,75446,0.94,0.003423355
522,space,n,75395,0.96,0.003421041
520,paper,n,75383,0.97,0.003420496
521,special,j,75298,0.97,0.003416639
540,table,n,75228,0.93,0.003413463
528,whose,d,74914,0.96,0.003399215
541,need,n,74877,0.93,0.003397537
532,couple,n,74871,0.96,0.003397264
553,figure,n,74858,0.92,0.003396674
523,ground,n,74713,0.97,0.003390095
531,center,n,74559,0.96,0.003383107
530,everyone,p,74534,0.96,0.003381973
547,oil,n,74386,0.93,0.003375257
543,produce,v,74169,0.94,0.003365411
542,court,n,74112,0.94,0.003362825
536,hit,v,73999,0.95,0.003357697
529,matter,n,73842,0.97,0.003350574
565,practice,n,73745,0.91,0.003346172
539,star,n,73695,0.95,0.003343903
551,cost,n,73512,0.94,0.0033356
544,eat,v,73505,0.95,0.003335282
534,end,v,73099,0.97,0.00331686
545,American,n,73063,0.95,0.003315226
552,industry,n,73055,0.94,0.003314863
546,teach,v,72668,0.95,0.003297303
549,situation,n,72603,0.95,0.003294354
573,patient,n,72217,0.91,0.003276839
556,image,n,72216,0.94,0.003276794
555,street,n,71645,0.95,0.003250885
595,Republican,n,71611,0.88,0.003249342
550,easy,j,71602,0.96,0.003248934
558,phone,n,71599,0.95,0.003248798
572,wall,n,71390,0.93,0.003239314
569,describe,v,71377,0.93,0.003238724
557,itself,p,71093,0.96,0.003225838
548,half,d,70930,0.97,0.003218442
570,product,n,70883,0.94,0.003216309
568,recent,j,70685,0.94,0.003207325
575,news,n,70051,0.94,0.003178557
562,quite,r,69966,0.96,0.0031747
574,worker,n,69962,0.94,0.003174519
576,test,n,69870,0.94,0.003170344
567,land,n,69750,0.96,0.003164899
586,technology,n,69565,0.93,0.003156505
603,hair,n,69564,0.89,0.00315646
559,either,r,69497,0.97,0.00315342
554,face,v,69493,0.98,0.003153238
571,doctor,n,69446,0.95,0.003151105
583,support,n,69431,0.93,0.003150425
561,cover,v,69387,0.97,0.003148428
577,movie,n,69387,0.94,0.003148428
563,picture,n,69229,0.97,0.003141259
566,piece,n,68901,0.97,0.003126376
564,clear,j,68662,0.98,0.003115532
591,type,n,68481,0.93,0.003107319
608,window,n,68303,0.9,0.003099242
587,catch,v,68214,0.94,0.003095204
579,north,n,68046,0.96,0.003087581
581,personal,j,67917,0.96,0.003081727
589,baby,n,67881,0.94,0.003080094
580,love,n,67495,0.96,0.003062579
590,computer,n,67399,0.95,0.003058223
600,organization,n,67278,0.93,0.003052733
578,certain,j,67228,0.97,0.003050464
582,open,j,67218,0.97,0.00305001
612,culture,n,67128,0.91,0.003045926
585,third,m,67037,0.97,0.003041797
597,source,n,66862,0.94,0.003033857
594,film,n,66724,0.95,0.003027595
584,simply,r,66712,0.97,0.00302705
596,tree,n,66630,0.94,0.00302333
588,step,n,66232,0.97,0.003005271
598,red,j,66217,0.94,0.00300459
604,look,n,66194,0.94,0.003003546
606,century,n,65667,0.94,0.002979634
607,evidence,n,65360,0.94,0.002965704
592,attention,n,65271,0.97,0.002961665
613,billion,m,65243,0.93,0.002960395
593,draw,v,65198,0.97,0.002958353
610,listen,v,64984,0.94,0.002948643
599,nearly,r,64860,0.96,0.002943016
617,period,n,64534,0.93,0.002928224
602,cause,v,64531,0.97,0.002928088
601,choose,v,64348,0.97,0.002919784
641,campaign,n,64172,0.9,0.002911798
616,energy,n,64139,0.94,0.002910301
618,course,n,64012,0.94,0.002904538
609,difficult,j,63947,0.96,0.002901589
630,condition,n,63489,0.93,0.002880807
624,plant,n,63476,0.93,0.002880217
615,brother,n,63406,0.95,0.002877041
623,available,j,63187,0.94,0.002867104
611,soon,r,63168,0.96,0.002866242
625,likely,j,63002,0.94,0.00285871
643,population,n,62999,0.91,0.002858573
605,point,v,62980,0.98,0.002857711
627,term,n,62962,0.94,0.002856895
639,Congress,n,62841,0.92,0.002851404
614,chance,n,62682,0.97,0.00284419
674,behavior,n,62625,0.88,0.002841603
619,summer,n,62503,0.96,0.002836068
640,floor,n,62458,0.92,0.002834026
642,material,n,62440,0.92,0.002833209
626,opportunity,n,62422,0.95,0.002832392
620,less,d,62154,0.96,0.002820232
636,administration,n,62071,0.93,0.002816466
621,realize,v,61732,0.97,0.002801083
670,subject,n,61397,0.9,0.002785883
622,hundred,m,61266,0.97,0.002779939
653,current,j,61252,0.92,0.002779304
644,well,i,61219,0.93,0.002777806
634,rule,n,61062,0.95,0.002770682
646,economy,n,60990,0.93,0.002767415
632,place,v,60927,0.96,0.002764557
650,close,v,60884,0.93,0.002762606
637,south,n,60630,0.96,0.00275108
631,choice,n,60487,0.97,0.002744592
628,short,j,60451,0.98,0.002742958
660,increase,v,60442,0.93,0.00274255
652,risk,n,60432,0.94,0.002742096
635,daughter,n,60424,0.96,0.002741733
629,letter,n,60369,0.98,0.002739237
684,bed,n,60304,0.9,0.002736288
638,husband,n,60126,0.96,0.002728211
633,single,j,60072,0.97,0.002725761
676,performance,n,59909,0.92,0.002718365
664,certainly,r,59739,0.93,0.002710651
663,myself,p,59716,0.93,0.002709608
658,defense,n,59701,0.94,0.002708927
645,call,n,59543,0.96,0.002701758
657,involve,v,59542,0.94,0.002701712
649,church,n,59466,0.96,0.002698264
669,per,i,59432,0.93,0.002696721
647,medical,j,59424,0.96,0.002696358
654,fire,n,59386,0.95,0.002694634
666,sport,n,59006,0.94,0.002677391
662,bank,n,58992,0.94,0.002676756
656,wrong,j,58988,0.95,0.002676575
720,significant,j,58947,0.88,0.002674714
661,security,n,58914,0.95,0.002673217
688,represent,v,58744,0.92,0.002665503
682,goal,n,58728,0.93,0.002664777
648,hospital,n,58669,0.97,0.0026621
668,seek,v,58495,0.94,0.002654205
667,board,n,58436,0.95,0.002651528
651,thousand,m,58307,0.97,0.002645674
686,author,n,58300,0.93,0.002645357
659,anyone,p,58274,0.96,0.002644177
665,west,n,58169,0.95,0.002639413
655,future,n,58020,0.97,0.002632652
697,nature,n,57929,0.92,0.002628523
678,throw,v,57784,0.95,0.002621943
679,top,n,57743,0.95,0.002620083
671,officer,n,57617,0.96,0.002614366
730,factor,n,57612,0.89,0.002614139
690,foreign,j,57540,0.94,0.002610872
675,deal,v,57462,0.96,0.002607333
672,private,j,57248,0.96,0.002597622
689,focus,v,57177,0.94,0.002594401
745,thus,r,57039,0.87,0.002588139
694,upon,i,57033,0.94,0.002587867
702,reduce,v,57029,0.93,0.002587685
704,note,v,57025,0.93,0.002587504
698,color,n,56978,0.94,0.002585371
695,agency,n,56954,0.94,0.002584282
687,fill,v,56915,0.95,0.002582513
677,fight,v,56886,0.96,0.002581197
703,sound,n,56828,0.94,0.002578565
673,rest,n,56714,0.97,0.002573392
681,past,j,56588,0.96,0.002567675
685,order,n,56483,0.96,0.002562911
680,quickly,r,56454,0.97,0.002561595
691,drop,v,56448,0.95,0.002561322
693,blood,n,56351,0.95,0.002556921
726,response,n,56342,0.91,0.002556513
708,movement,n,56201,0.94,0.002550115
701,store,n,56147,0.95,0.002547665
696,push,v,56103,0.95,0.002545668
683,second,n,56022,0.97,0.002541993
700,recently,r,55992,0.95,0.002540632
713,common,j,55940,0.93,0.002538272
709,page,n,55937,0.94,0.002538136
721,similar,j,55901,0.92,0.002536502
692,plan,v,55829,0.96,0.002533235
723,language,n,55799,0.92,0.002531874
712,than,i,55719,0.94,0.002528244
706,before,r,55608,0.95,0.002523208
716,natural,j,55526,0.94,0.002519487
718,concern,n,55203,0.94,0.002504831
705,fine,j,55174,0.96,0.002503515
727,dead,j,55111,0.93,0.002500656
732,article,n,54871,0.93,0.002489766
